question,tweet_id
Is Steven Bergwijn's transfer to Al Ittihad complete?,1830670250322338078
What is the purpose of medical tests for Bergwijn with Al Ittihad?,1830670250322338078
Where can fans read more about Bergwijn's medical tests?,1830670250322338078
Wolves transfer Daniel Podence to Al Shabab?,1830668247525662749
What documents were exchanged between Wolves and Al Shabab for this deal?,1830668247525662749
Is José Sá moving to Saudi Arabia?,1830668247525662749
Who signed documents for Danilo Pereira to Al Ittihad?,1830662144440033368
From which club did Danilo Pereira move?,1830662144440033368
What is the fee confirmed for Danilo Pereira's transfer?,1830662144440033368
Who did Mo Simakan and his agents sign a deal with?,1830662095668683151
What was signed by Mo Simakan and his agents?,1830662095668683151
What is Al Nassr?,1830662095668683151
Has Galatasaray booked a flight for Victor Osimhen?,1830652431082119620
Is the loan deal between Galatasaray and Napoli already done and agreed?,1830652431082119620
What details need to be completed on Victor Osimhen's side before his travel to Istanbul?,1830652431082119620
Who signed new deal at Sevilla?,1830649948150620356
What is the duration of Loic Badé's new contract?,1830649948150620356
What are the clubs that had bids rejected for Loic Badé?,1830649948150620356
Willian to sign with Olympiacos as free agent?,1830648530350039081
What is the status of Willian's medical exam for Olympiacos?,1830648530350039081
Is Willian currently traveling to Athens to finalize his deal?,1830648530350039081
Mendy leaves training camp due to foot injury,1830648148269609155
Tchouameni also leaves training camp due to foot injury,1830648148269609155
What is the nature of Mendy's foot injury,1830648148269609155
Who has Al Ettifaq agreed to sign?,1830647566221881391
What is the name of the club Al Ettifaq completed agreement with?,1830647566221881391
What is the nationality of the player signed by Al Ettifaq?,1830647566221881391
Is Al Ittihad working on deals to sign Steven Bergwijn and Galeno?,1830629863952384301
Has Al Ittihad agreed to pay €50m for Galeno?,1830629863952384301
Is Bergwijn a strong candidate to be signed by Al Ittihad?,1830629863952384301
Who is going to FC Porto?,1830619071680770090
Is there a buy option included in the deal?,1830619071680770090
How will the salary be shared between Juventus and Porto?,1830619071680770090
Does Galatasaray agree to cover €9/10m as Victor Osimhen's salary until the end of the season?,1830617240758284610
Is there a buy option or obligation clause in the loan deal between Napoli and Galatasaray?,1830617240758284610
Will Victor Osimhen give his green light for the loan move to Napoli?,1830617240758284610
Is Galatasaray reaching an agreement with Napoli over Victor Osimhen loan deal?,1830613941204275476
Will Napoli cover salary for Victor Osimhen's loan move to Galatasaray?,1830613941204275476
When will Galatasaray delegation meet with Victor Osimhen in Napoli?,1830613941204275476
Ajax have verbally agreed to loan deal with buy option with Southampton for Kamaldeen Sulemana?,1830611087466828063
What are the personal terms that are still in negotiations?,1830611087466828063
Will the deal happen if Steven Bergwijn leaves the club?,1830611087466828063
Who is going to Al Ittihad?,1830606352378671255
What kind of medical tests were completed today?,1830606352378671255
How much was the package agreed with PSG?,1830606352378671255
Who are Al Nassr closing in on signing?,1830601620859805885
What is the package worth that Chelsea requested for Angelo's sale percentage?,1830601620859805885
What is the final detail to sort out with Chelsea regarding Angelo's deal?,1830601620859805885
Who has agreed to sign Joe Mendes?,1830597694093439273
From which team does Joe Mendes join FC Basel on loan?,1830597694093439273
Is there an option to buy for Joe Mendes after his loan period?,1830597694093439273
Nicolas Jackson signed what deal with Chelsea?,1830592260733321341
What is the length of Nicolas Jackson's new contract with Chelsea?,1830592260733321341
Who negotiated Nicolas Jackson's contract with Chelsea?,1830592260733321341
Ferland Mendy has injured right tibia?,1830587255058300983
Lucas Digne replaces which player?,1830587255058300983
Who is excluded from French NT squad list?,1830587255058300983
Who is Galeno?,1830581504889811046
Which team did Galeno join?,1830581504889811046
What is Al Ittihad?,1830581504889811046
Is FC Porto closing in on a deal to sign Tiago Djaló?,1830578638787383571
Will Tiago Djaló join FC Porto on loan from Juventus?,1830578638787383571
What is the current status of the salary share discussions between FC Porto and Juventus?,1830578638787383571
Is Ansu Fati returning to training after injury?,1830577613523374589
Does Hansi Flick have faith in Ansu Fati for current and future games?,1830577613523374589
Will Ansu Fati's return impact Barcelona's game plans?,1830577613523374589
Has Alex Telles' contract with Al Nassr been terminated?,1830572907275161802
Is Alex Telles available as a free agent?,1830572907275161802
Can Alex Telles join another club immediately?,1830572907275161802
Is Christian Eriksen going back to Ajax?,1830563567877197963
Will Ajax finalize the deal for Eriksen?,1830563567877197963
Did Eriksen's agent tell Tim van Duijn14 that speculations should stop?,1830563567877197963
Who is submitting an official bid to sign Galeno?,1830561185969692768
How much is Porto proposal on the table for Galeno's transfer fee?,1830561185969692768
Why are Al Ittihad pushing after Arsenal rejected their bid for Leandro Trossard?,1830561185969692768
Who is Marcos Leonardo?,1830558387983049011
What club did Marcos Leonardo transfer to?,1830558387983049011
Is the story of Marcos Leonardo's transfer exclusive?,1830558387983049011
Is Al Ittihad confident to get final green light for Danilo Pereira's transfer?,1830555981442367752
Did PSG already accept Al Ittihad's bid?,1830555981442367752
Was Paris Saint-Germain's earlier report about the accepted bid true?,1830555981442367752
Cesare Casadei has signed with new agents Epic Sports,1830555535172604324
Why did Cesare Casadei leave his previous agent,1830555535172604324
What agency previously managed Chelsea midfielder Cesadei's future,1830555535172604324
Arsenal has informed Al Ittihad about their decision to reject €35m proposal for what player?,1830550798759047471
Arsenal considers which player key for their project and not for sale?,1830550798759047471
Al Ittihad is targeting which FC Porto winger with an official bid?,1830550798759047471
Dani Ceballos will be out for 6/8 weeks with an ankle injury?,1830549446737993826
What is the duration of Dani Ceballos' absence due to injury?,1830549446737993826
Has Real Madrid confirmed the extent of Dani Ceballos' ankle injury?,1830549446737993826
Jackson getting new deal this week?,1830538805767496154
Arsenal keeping García on shortlist?,1830538805767496154
Why Sterling didn't join United?,1830538805767496154
Are Al Ittihad advancing negotiations to sign Danilo Pereira?,1830534174257664199
What is the status of talks between Al Ittihad and Paris Saint-Germain regarding Danilo Pereira?,1830534174257664199
Will Danilo Pereira join the Saudi market before the deadline?,1830534174257664199
Who is submitting the proposal for Leandro Trossard?,1830528407760671064
What is the region of the proposal submitted by Al Ittihad?,1830528407760671064
Is Trossard an important player for Arteta at Arsenal?,1830528407760671064
Who is Chelsea new signing Omari Kellyman?,1830507451638247831
How much did Chelsea pay for Omari Kellyman?,1830507451638247831
How long will Omari Kellyman be out due to hamstring injury?,1830507451638247831
Who confirmed Kingsley Coman will stay at Bayern?,1830500910859948157
What was the proposal from Saudi Arabia about Kingsley Coman?,1830500910859948157
Why did Bayern agree on a fee with Al Hilal but Coman decided to stay?,1830500910859948157
Mario Hermoso signs as new AS Roma player today,1830493861866594751
AS Roma signing is final part of medical tests taking place in next hours,1830493861866594751
AS Roma deal with Mario Hermoso until 2027 has termination clause in 2026,1830493861866594751
Is Thomas Müller getting a new deal?,1830485813836058624
What does Thomas Müller mean by 'Only the body gets older'?,1830485813836058624
Is Thomas Müller trying to prove himself to Bayern Munich coach?,1830485813836058624
Who is Enzo Maresca?,1830408874945286634
What does Chelsea winning the Champions League three years ago mean to Maresca?,1830408874945286634
Why did Maresca say 'it is not that kind of Chelsea'?,1830408874945286634
Who is Casemiro?,1830402765153059089
What picture has been shared by Casemiro's wife?,1830402765153059089
Where was the picture taken?,1830402765153059089
Is Marcos Leonardo having medical tests today?,1830373820084981948
How much did Al Hilal pay for Marcos Leonardo?,1830373820084981948
What was the exclusive reveal about Marcos Leonardo's deal on Saturday?,1830373820084981948
Who credits Vinicius Jr today?,1830368417360044517
What did Vinicius Jr leave to Mbappé?,1830368417360044517
Is Ancelotti's relationship between Vinicius Jr and Mbappé good?,1830368417360044517
What does Daniele de Rossi confirm?,1830357611784306847
Who has been signed as a new centre back by Daniele de Rossi?,1830357611784306847
Is Mario Hermoso the newly signed centre back?,1830357611784306847
Did Vinicius decide to let Mbappé take the penalty?,1830352652389003719
Who scored after Vinicius' decision?,1830352652389003719
Is this Kylian's second goal of the match?,1830352652389003719
Who is celebrating the goal scored by Kylian Mbappé?,1830351361742885301
What kind of celebration is Jude Bellingham doing?,1830351361742885301
Whose goal is Jude Bellingham celebrating?,1830351361742885301
Did Kylian Mbappé score his first La Liga goal?,1830350229025001853
What was Fede Valverde's role in the goal?,1830350229025001853
How many goals has Kylian Mbappé scored overall?,1830350229025001853
Erik ten Hag expects Manchester United to take two trophies,1830334720049131862
What does Erik ten Hag mean by 'at the end of the season',1830334720049131862
Will Erik ten Hag prioritize trophies for the rest of the season,1830334720049131862
"Willian travels to Athens tonight, what is he discussing with Olympiacos?",1830327380713279844
Does Willian's potential move involve a free transfer?,1830327380713279844
What are the possibilities on the table for Willian after his good season at Fulham?,1830327380713279844
Did Bradley Barcola play in three games?,1830326423187591195
How many goals did Bradley Barcola score in total?,1830326423187591195
Is PSG very trusting of Bradley Barcola?,1830326423187591195
Issa Kaboré signs with Benfica,1830324850612728030
Is Man City still owning Issa Kaboré,1830324850612728030
Will Issa Kaboré return to Manchester City in June,1830324850612728030
Erik ten Hag did he mean Manchester City is big opponent?,1830317082153804092
Does winning trophies like Erik ten Hag's team did guarantee good coaching?,1830317082153804092
What does Erik ten Hag mean by 'I'm sorry for you'?,1830317082153804092
Mo Salah saying it's his last year at the club?,1830313384035635238
Has anyone from Mo Salah's current club spoken to him about a contract extension?,1830313384035635238
Is it up to Mo Salah if he signs a new deal or not?,1830313384035635238
Erik ten Hag says he is not Harry Potter?,1830311946664714495
What does Manuel Ugarte need to build?,1830311946664714495
How many weeks or months will it take?,1830311946664714495
What does Virgil van Dijk mean by 'We should have'?,1830310288748363945
What is the exact score that Van Dijk thinks Liverpool could have won with?,1830310288748363945
Why did winning 3-0 represent a big improvement according to Virgil van Dijk?,1830310288748363945
Erik Ten Hag quote what great moments Casemiro has shown?,1830309407940399564
"What moments will Casemiro show again, according to Erik Ten Hag?", 1830309407940399564
Will Casemiro continue contributing to Erik Ten Hag's team?,1830309407940399564
Who said 'Easy game?',1830306397998710903
What was Salah surprised about?,1830306397998710903
Could the game have finished how many to be honest?,1830306397998710903
Does Barça official statement confirm Deco staying at the club?,1830304958173815012
What are the plans for Deco at Barça?,1830304958173815012
"Is Deco leaving Barça, according to the official statement?",1830304958173815012
Erik ten Hag says it doesn't feel same as last year?,1830303882091856021
Erik ten Hag thinks Manchester United are in a different pattern?,1830303882091856021
Liverpool is well done by Erik ten Hag?,1830303882091856021
Did Liverpool score three goals at Old Trafford?,1830288667765813653
How many wins does Arne Slot have as Liverpool manager?,1830288667765813653
What is the total number of goals scored by Liverpool under Arne Slot?,1830288667765813653
Who has scored three goals and three assists in three games this season?,1830281857369358720
How many consecutive games has Mohamed Salah scored at Old Trafford?,1830281857369358720
Under which coach did Mohamed Salah score three goals and three assists in three games this season?,1830281857369358720
Luis Diaz have three Premier League games with four goal contributions this season?,1830272553681826080
Arne Slot get what kind of results from Luis Diaz this season?,1830272553681826080
What is total number of goal contributions for Luis Diaz under Arne Slot?,1830272553681826080
Who does Maresca want to decide on their conditions?,1830268639221879096
Which player is Maresca referring to that was not brought in?,1830268639221879096
Will Napoli sign a new striker in January?,1830268639221879096
Who plans to extend Nicolas Jackson contract until June 2033 soon?,1830263315484037472
What is the duration of the planned contract extension for Nicolas Jackson?,1830263315484037472
When will Enzo Maresca confirm the planned contract extension for Nicolas Jackson?,1830263315484037472
Malo Gusto suffered muscle injury?,1830262895424454955
What kind of injury did Malo Gusto suffer?,1830262895424454955
How soon does Enzo Maresca hope Malo Gusto will feel better?,1830262895424454955
SportNative is bringing what magic to the pitch?,1830262843385741689
What top-tier AI solution is SportNative bringing?,1830262843385741689
Is SCAI.AI's SportNative going to change the game?,1830262843385741689
Who got their first point of the season?,1830252120626409980
At which stadium did Crystal Palace get their first point?,1830252120626409980
What was the location where Crystal Palace earned their first point?,1830252120626409980
Who was the Man of the Match?,1830251895040135376
Did Newcastle beat Spurs 2-1?,1830251895040135376
What is the score?,1830251895040135376
Did Newcastle make several approaches to sign Alexander Isak?,1830247246409216465
Is Alexander Isak scoring goals for a new team?,1830247246409216465
Has Alexander Isak's goal-scoring form improved since June?,1830247246409216465
Who is Nicolas Jackson?,1830230779978494142
What is being celebrated about Nicolas Jackson?,1830230779978494142
Where can someone find a video of Nicolas Jackson's celebration?,1830230779978494142
Nico Jackson with his 16th non-penalty goal in 2024... does it mean he scored 16 goals this season so far?,1830228444388712466
Is Nico Jackson's new deal at Chelsea set to happen soon because of his recent performance?,1830228444388712466
What is the significance of Nico Jackson signing a new deal at Chelsea?,1830228444388712466
Mario Hermoso is arriving in Roma right now with his agents,1830224509716316622
Mario Hermoso travelling from Madrid,1830224509716316622
Who has a Three year deal agreed as new AS Roma player?,1830224509716316622
What is being said about Newcastle fans?,1830223058352877569
What does Sandro Tonali have to do with this?,1830223058352877569
Is there an article link provided?,1830223058352877569
Jadon Sancho signed with Chelsea?,1830221027676434612
Sancho unveiled at Stamford Bridge?,1830221027676434612
Chelsea acquired Jadon Sancho?,1830221027676434612
Mario Hermoso is landing in Roma shortly?,1830218266821702116
What time will Mario Hermoso arrive in Roma?,1830218266821702116
Is Chris Smalling's move to Al Fahya FC already complete?,1830218266821702116
What does Rafaela Pimenta think about Matthijs De Ligt's happiness?,1830201884621128042
Why is Matthijs De Ligt ready for Man Utd new project?,1830201884621128042
What specific things are Man United working on improving?,1830201884621128042
What does Ugarte mean by 'extremely exciting' project at Man United?,1830187101750546657
What motivates Ugarte as an ambitious player?,1830187101750546657
How will Ugarte's sacrifices help his teammates win trophies?,1830187101750546657
Who is Conrad Harder?,1830182949397864899
What is the fee agreed for Conrad Harder?,1830182949397864899
Which clubs were competing with Sporting to sign Conrad Harder?,1830182949397864899
Who is number 25 at Man United?,1830178977249439907
What player left to allow for Manuel Ugarte with number 25 at Man United?,1830178977249439907
Is Jadon Sancho no longer a Manchester United player?,1830178977249439907
Ivan Toney arriving Saudi after completing €40m move to Al Ahli?,1830172939645333692
Did Ivan Toney's move to Al Ahli happen on Deadline Day?,1830172939645333692
How much did Ivan Toney's move to Al Ahli cost?,1830172939645333692
"Mario Hermoso will fly from Madrid to Roma today, what is the purpose of his flight?",1830160414719852658
What is the duration of Mario Hermoso's deal with AS Roma?,1830160414719852658
Is there a clause in Mario Hermoso's contract that allows him to leave AS Roma in summer 2026?,1830160414719852658
Manna said Napoli club tried to help Osimhen last year?,1830156388733239631
What was the negotiation about for Osimhen and Napoli?,1830156388733239631
Will Osimhen go to Saudi this summer?,1830156388733239631
Who does Raphinha think has forgotten that Barça has a great team already?,1830149844863685064
What did the press talk about in the last days according to Raphinha?,1830149844863685064
Does Raphinha think Barça needs more signings?,1830149844863685064
Who leaves European football?,1830141219332083789
Who will play for Al-Fahya FC?,1830141219332083789
When is medical on?,1830141219332083789
Who will be reintegrated at some point?,1830138524076585427
What kind of choices were made about Osimhen's project?,1830138524076585427
Will all players who are out of the project remain so?,1830138524076585427
Who does Ten Hag think brought young players in?,1830133487086547176
What trophies did United win?,1830133487086547176
What are Man United's higher targets?,1830133487086547176
Who said they wanted to join Chelsea because it is an iconic club?,1830128202347388982
What are Jadon Sancho's childhood idols?,1830128202347388982
Who have Jadon Sancho been compared to?,1830128202347388982
Who is staying at United?,1830123421105340797
What does Erik ten Hag mean by 'rotation throughout the season'?,1830123421105340797
Which squad will Harry Maguire play an important role for?,1830123421105340797
Daniele de Rossi confirmed plan to join AS Roma with whom?,1830017611121508683
What is the role of Mario Hermoso in Daniele de Rossi's decision making process?,1830017611121508683
Is AS Roma the only club that Daniele de Rossi plans to join?,1830017611121508683
Napoli confirm they have NO plans to reintegrate Victor Osimhen in the squad?,1830012751164436897
Did Antonio Conte make this decision about Victor Osimhen's return?,1830012751164436897
Will Napoli's management support Victor Osimhen's reintroduction into the squad?,1830012751164436897
Who has passed away aged 39?,1830007093728006452
What is Sol Bamba's age?,1830007093728006452
What happened to Sol Bamba tonight?,1830007093728006452
Mario Hermoso is going to AS Roma?,1830002028589768954
What is the length of Mario Hermoso's contract with AS Roma?,1830002028589768954
When does Mario Hermoso's travel and medical tests take place?,1830002028589768954
Who has won the most trophies over the last two years?,1829996644106178946
What is Ten Hag confident about this year?,1829996644106178946
Are Man City behind Ten Hag's team?,1829996644106178946
Did Antonio Conte like the club's work on the market?,1829995559178158534
Was Victor Osimhen sold by the club?,1829995559178158534
Would the situation have been completed if Osimhen was sold?,1829995559178158534
Erling Haaland score a hat-trick today?,1829987793919230137
Erling Haaland play with one more ball after scoring?,1829987793919230137
Did Erling Haaland have one assist in his hat-trick?,1829987793919230137
Is AS Roma close to reaching verbal agreement with Mario Hermoso?,1829980183023272419
What are personal terms that AS Roma are agreeing on with Mario Hermoso?,1829980183023272419
Does Daniele De Rossi want Mario Hermoso to join AS Roma?,1829980183023272419
Who will Jadon Sancho wear number 19 for?,1829977929440510352
What is Jadon Sancho's new jersey number at Chelsea?,1829977929440510352
Will Jadon Sancho still play for Manchester United?,1829977929440510352
Nico Williams wants to play for Bilbao,1829970597788389869
Who does Nico Williams want to play with in Europe,1829970597788389869
Did Nico Williams' agent have a say in his transfer,1829970597788389869
"Pep Guardiola says Erling Haaland is unstoppable, how does he feel about other strikers?,",1829966521738936760
Who does Pep Guardiola think can stop Erling Haaland's powerful moves?,1829966521738936760
What makes Erling Haaland so powerful according to Pep Guardiola?,1829966521738936760
Who says goodbye to Man United?,1829957192365326821
Is Jadon Sancho leaving #MUFC?,1829957192365326821
What is the future plan for Man United?,1829957192365326821
Who drew Jadon Sancho to the project?,1829954844079362112
What did Enzo Maresca tell Jadon Sancho on the phone about the project?,1829954844079362112
When will Jadon Sancho start at this new place?,1829954844079362112
Who is Jadon Sancho excited to be with?,1829951467794678116
What does Jadon Sancho think about being back in London?,1829951467794678116
Does Jadon Sancho hope to score goals and provide assists for Chelsea?,1829951467794678116
Who joins Chelsea on loan with an obligation to buy from Manchester United?,1829950540748636442
What is the total package worth for Sancho's transfer?,1829950540748636442
Is it officially over between Sancho and Manchester United?,1829950540748636442
Erling Haaland has scored 70 goals in Premier League games?,1829948773901926707
Erling Haaland has played in 69 Premier League games?,1829948773901926707
What is Erling Haaland's Premier League goal average?,1829948773901926707
Erling Haaland has how many goals in Premier League this season?,1829945653243625617
Is August still an early stage of the Premier League season?,1829945653243625617
How many hat-tricks has Erling Haaland scored consecutively?,1829945653243625617
Are Chelsea considering Deivid Washington?,1829944326585270740
Is Deivid Washington not for sale?,1829944326585270740
Will Deivid Washington only leave Chelsea on loan?,1829944326585270740
Who is Marcos Leonardo?,1829934681351151647
Which team is Marcos Leonardo moving to?,1829934681351151647
What is the agreed-upon fee for Marcos Leonardo's transfer?,1829934681351151647
Hansi Flick's record after 4 games with Barcelona?,1829925701782245471
"Barcelona score 13 goals in 4 games under Hansi Flick,what is the average?",1829925701782245471
How many wins does Barcelona have under Hansi Flick?,1829925701782245471
Is Omar Rekik an Arsenal player anymore?,1829900354412044747
Was Omar Rekik's contract terminated on mutual agreement yesterday?,1829900354412044747
Did Omar Rekik request to leave Arsenal to try a new chapter?,1829900354412044747
Who is the 16 year old talent that joins Liverpool from Wolves?,1829894612934410292
Is deal confirmed for 16 year old Alvin Ayman,1829894612934410292
What is the confirmed price of Alvin Ayman's transfer from Wolves to Liverpool,1829894612934410292
Who leaves West Ham?,1829890072684212609
What club does Kurt Zouma join on loan?,1829890072684212609
Is Al-Orobah a Saudi Arabian football club?,1829890072684212609
Did Arteta explain why he thought the red card was given?,1829886718260232567
What did Arteta think happened throughout the game that made it fine?,1829886718260232567
How many occasions were there in the first-half where Arsenal kicked the ball away?,1829886718260232567
Saka wants consistency for his team?,1829885213222322427
Joao Pedro got nothing for booting the ball halfway across the pitch?,1829885213222322427
Declan Rice was sent off with just a slight touch?,1829885213222322427
Fabian Hürzeler has been manager of Premier League for how long?,1829877531987886201
What is Fabian Hürzeler's record away from home?,1829877531987886201
"Has Fabian Hürzeler won all three matches against Everton, Man United and Arsenal?",1829877531987886201
Mohamed Salah was the Man of the Match?,1829874416207245782
Man of the Match award given to who?,1829874416207245782
Who received the Man of the Match award?,1829874416207245782
Is Jadon Sancho's deal with Chelsea officially announced?,1829871329002340445
Why is Jadon Sancho a new Chelsea player?,1829871329002340445
Are there issues with the Jadon Sancho deal?,1829871329002340445
Is Al Hilal's bid for Marcos Leonardo worth €40m?,1829870096015356052
What is the current status of Benfica's decision on Al Hilal's offer?,1829870096015356052
Has Benfica made a decision regarding Al Hilal's €40m bid for Marcos Leonardo?,1829870096015356052
Is Raphael Varane removed by Como squad for Serie A season?,1829843126384504838
What is the reason for Raphael Varane's removal from Como squad?,1829843126384504838
Where can one find more information about Raphael Varane's injury?,1829843126384504838
Who is signing Sterling?,1829837978576838799
What are the qualities he has?,1829837978576838799
Will Sterling impact the team in a good way?,1829837978576838799
Who is Ancelotti?,1829832688426959276
What did Dani Ceballos stay with?,1829832688426959276
Will Dani Ceballos be useful?,1829832688426959276
Napoli's Serie A squad list has excluded Victor Osimhen?,1829820951577448690
Why did Napoli exclude Victor Osimhen from their squad list?,1829820951577448690
What number will Romelu Lukaku be wearing on his shirt?,1829820951577448690
Has Napoli have officially excluded Victor Osimhen from their Serie A squad list for the season?,1829817078544507083
What is the reason for Napoli's decision to exclude Mario Rui as well?,1829817078544507083
Will Napoli allow Osimhen and Mario Rui to leave on their own terms?,1829817078544507083
"Sekou Kone to Manchester United was completed yesterday after exclusive news out of nowhere, what is the significance of this deal being completed unexpectedly?",1829811116152680876
What is the role that Ajax and two German clubs played in Manchester United's anticipation of this transfer?,1829811116152680876
Is Sekou Kone seen as a top talent with potential to join Manchester United's first team?,1829811116152680876
Will Victor Osimhen be part of Napoli squad today?,1829808033804820966
What is the current relationship between Victor Osimhen and Napoli like?,1829808033804820966
Is a solution being sought by Victor Osimhen and Napoli?,1829808033804820966
Willy Gnonto signed what deal?,1829806636984107013
What is the length of Willy Gnonto's new deal?,1829806636984107013
Are there release clauses expected to be in Willy Gnonto's contract?,1829806636984107013
What is the extent of Arteta's disappointment regarding Merino's injury?,1829804887766368635
How long was Mikel Arteta expecting Santiago Merino to be with the team?,1829804887766368635
"What is the reason for moving on from Merino's reaction,according to Arteta?",1829804887766368635
Will Scott McTominay continue to follow Manchester United?,1829802049883521124
Does Man United have a chance to win with Scott McTominay's support?,1829802049883521124
How does Scott McTominay feel about his experience at Manchester United?,1829802049883521124
Is Trevoh Chalobah now a part of Crystal Palace's team?,1829800171896455203
What is the nature of the deal between Chelsea and Crystal Palace regarding Trevoh Chalobah?,1829800171896455203
Will Crystal Palace have the opportunity to keep Trevoh Chalobah permanently?,1829800171896455203
Who did Manuel Ugarte and his agent Jorge Mendes agree on personal terms with?,1829798747943157942
Why was Leny Yoro deal closed before Man United signed a player?,1829798747943157942
What was the outcome for both sides in the negotiation?,1829798747943157942
What is the nature of Reiss Nelson's loan move to Fulham?,1829791894332703170
Does Fulham have an option to buy Reiss Nelson after his loan period?,1829791894332703170
When will Reiss Nelson return to Arsenal after his loan with Fulham?,1829791894332703170
Ibrahim Hafiz Umar signs which type of deal with Stade Reims?,1829790607792894400
Why did Ibrahim Hafiz Umar's trial period at Chelsea come to an end?,1829790607792894400
"What is Ibrahim Hafiz Umar's previous affiliation, specifically the name of the academy he was a part of?",1829790607792894400
Will David Datro Fofana still leave Chelsea?,1829789015790305587
Which countries' markets are being explored to sign Datro?,1829789015790305587
Did negotiations with Hoffenheim and Sunderland collapse on Deadline Day?,1829789015790305587
Does Armando Broja deal include an obligation to buy?,1829783686008480233
Is £30m buy option part of Everton's loan terms?,1829783686008480233
Will Everton pay salary if Armanda Broja is not fit and ready to play?,1829783686008480233
Is Jadon Sancho's deal 100% done?,1829765336729551151
What is the condition for Chelsea to finish among first 14 position in PL table?,1829765336729551151
Does the fee start from £20m and increase up to £25m based on performances?,1829765336729551151
Who is proposing to Galatasaray?,1829764046884634734
Is AS Roma negotiating for Hermoso after a failed deal?,1829764046884634734
When will Mario Hermoso make his decision?,1829764046884634734
Edu signed Sterling because it makes sense to have someone like Raheem,1829762854368469296
What qualities does Edu think Sterling has that made him sign him,1829762854368469296
Why did Arsenal really need Sterling's experience and Champions League expertise,1829762854368469296
Tottenham included what kind of clause into Gio Lo Celso deal with Real Betis?,1829761692881895616
What type of deal did Tottenham make with Real Betis regarding Gio Lo Celso?,1829761692881895616
Was a sell-on clause included in the deal between Tottenham and Real Betis for Gio Lo Celso?,1829761692881895616
Trevoh Chalobah deal is for option or obligation?,1829704757599973671
What does 'no option or obligation to buy' mean in Trevoh Chalobah deal announcement?,1829704757599973671
Is there a later today announcement about Trevoh Chalobah transfer?,1829704757599973671
Who is Jadon Sancho?,1829686003402932677
Is Sancho a new Chelsea player?,1829686003402932677
What position does Sancho play?,1829686003402932677
Is Sterling joining Arsenal?,1829685577798533189
Arsenal's journey a perfect fit for Sterling,1829685577798533189
Sterling seeking togetherness with Arsenal,1829685577798533189
Who says Raheem Sterling will be the best?,1829682988239475155
What is meant by 'the best of me' for Raheem Sterling?,1829682988239475155
Is a specific performance or trait being referred to as the 'best of me'?,1829682988239475155
Who did Raheem Sterling meet with?,1829682389146050647
Who is Arsenal director Edu Gaspar?,1829682389146050647
What does the link provided refer to?,1829682389146050647
Who is Raheem Sterling?,1829682071016783895
Is Raheem Sterling playing against Arsenal?,1829682071016783895
What is the link about?,1829682071016783895
Fulham confirm Reiss Nelson deal done on loan from who after Ipswich move collapsed?,1829678506604970119
Who did Fulham get on loan from Arsenal after Ipswich move collapsed?,1829678506604970119
Is Reiss Nelson's move to Fulham a permanent transfer or just a loan?,1829678506604970119
Does Chelsea fully expect to complete documents on time for Jadon Sancho deal?,1829675975078265315
What is the current status of Jadon Sancho's transfer documents with Chelsea?,1829675975078265315
Will all documents be completed in time for Jadon Sancho to join Chelsea?,1829675975078265315
Is Raheem Sterling an Arsenal player?,1829675843771384009
Is the transfer from Chelsea a loan?,1829675843771384009
Are all documents signed and completed?,1829675843771384009
is Armando Broja joining Everton true?,1829675209093497254
"Armando Broja Loan deal with £30m buy option, what is its significance?",1829675209093497254
"Chelsea player Armando Broja joining Everton on loan and buying option, what are implications?",1829675209093497254
